State,Year,Quarter,Pincode,Transaction_count,Transaction_amount,Region
Madhya Pradesh,2020,3,452010,1520843,2092911874.7977998,Central Region
Madhya Pradesh,2020,3,455001,1413770,2339700967.461785,Central Region
Madhya Pradesh,2020,3,462001,1289565,2421154415.1092215,Central Region
Madhya Pradesh,2020,3,482001,1258497,2665546564.082168,Central Region
Madhya Pradesh,2020,3,452001,982572,1690061462.937074,Central Region
Madhya Pradesh,2020,3,452016,937996,1493171910.2876132,Central Region
Madhya Pradesh,2020,3,462022,918271,1064260342.2780191,Central Region
Madhya Pradesh,2020,3,482002,897854,1644475543.5609841,Central Region
Madhya Pradesh,2020,4,462008,20637374,44520942803.43779,Central Region
Madhya Pradesh,2020,4,452005,6210457,13040333253.394241,Central Region
Madhya Pradesh,2020,4,452010,2556422,3329001378.928961,Central Region
Madhya Pradesh,2020,4,462001,2187046,3998691301.3604746,Central Region
Madhya Pradesh,2020,4,455001,2091495,3468605469.585371,Central Region
Madhya Pradesh,2020,4,452001,1955323,2956333499.073667,Central Region
Madhya Pradesh,2020,4,482001,1733750,3424103520.708811,Central Region
Madhya Pradesh,2020,4,452016,1505055,2282925453.891755,Central Region
Madhya Pradesh,2020,4,482002,1446070,2729484076.063352,Central Region
Madhya Pradesh,2020,4,462022,1415361,1654509281.469533,Central Region
Madhya Pradesh,2021,1,462008,45920869,76097617508.03973,Central Region
Madhya Pradesh,2021,1,452005,12368534,20333650796.90179,Central Region
Madhya Pradesh,2021,1,452010,3157169,3746274998.491168,Central Region
Madhya Pradesh,2021,1,452001,3031347,3622956355.061026,Central Region
Madhya Pradesh,2021,1,482001,2626795,4524235375.162897,Central Region
Madhya Pradesh,2021,1,462001,2567784,4163932826.905622,Central Region
Madhya Pradesh,2021,1,455001,2284442,3592982816.355874,Central Region
Madhya Pradesh,2021,1,452016,1784180,2566937156.63353,Central Region
Madhya Pradesh,2021,1,452020,1717447,2091704739.9569979,Central Region
Madhya Pradesh,2021,1,462022,1690582,1841285115.552273,Central Region
Madhya Pradesh,2021,2,462008,57596018,101902493881.58661,Central Region
Madhya Pradesh,2021,2,452005,15823586,28475955866.25344,Central Region
Madhya Pradesh,2021,2,482001,2855889,5204968517.899941,Central Region
Madhya Pradesh,2021,2,462001,2370403,4281025788.0650344,Central Region
Madhya Pradesh,2021,2,455001,2302486,3993109709.396668,Central Region
Madhya Pradesh,2021,2,452010,2206070,3293341962.59596,Central Region
Madhya Pradesh,2021,2,452016,1499795,2613982955.748446,Central Region
Madhya Pradesh,2021,2,482002,1485190,3016062223.1703587,Central Region
Madhya Pradesh,2021,2,474003,1462678,3035718857.693515,Central Region
Madhya Pradesh,2021,2,462022,1427896,1878688339.995509,Central Region
Madhya Pradesh,2021,3,462008,74987334,111259178579.96481,Central Region
Madhya Pradesh,2021,3,452005,22164070,34600062075.11777,Central Region
Madhya Pradesh,2021,3,452010,4126900,5116995913.025615,Central Region
Madhya Pradesh,2021,3,462001,4073176,6413114865.672185,Central Region
Madhya Pradesh,2021,3,482001,4031874,6533062681.252631,Central Region
Madhya Pradesh,2021,3,452001,3814262,4939628151.9133415,Central Region
Madhya Pradesh,2021,3,455001,3411019,5155527776.477329,Central Region
Madhya Pradesh,2021,3,452016,2531200,3787124072.254688,Central Region
Madhya Pradesh,2021,3,482002,2368726,4169091721.0112753,Central Region
Madhya Pradesh,2021,3,452020,2340962,2917120877.230922,Central Region
Madhya Pradesh,2021,4,462008,97987017,145639258182.99152,Central Region
Madhya Pradesh,2021,4,452005,29248862,46290695147.06075,Central Region
Madhya Pradesh,2021,4,452010,5218813,6467043620.678841,Central Region
Madhya Pradesh,2021,4,452001,5218642,6458915106.776723,Central Region
Madhya Pradesh,2021,4,482001,5053220,8127214279.304962,Central Region
Madhya Pradesh,2021,4,462001,4713553,7350145336.897412,Central Region
Madhya Pradesh,2021,4,455001,4258695,6645714914.574454,Central Region
Madhya Pradesh,2021,4,452016,3186800,4819897276.049289,Central Region
Madhya Pradesh,2021,4,482002,3144266,5557372411.427554,Central Region
Madhya Pradesh,2021,4,452020,3140760,3797721234.728348,Central Region
Madhya Pradesh,2022,1,462008,119378084,172143368941.893,Central Region
Madhya Pradesh,2022,1,452005,31734667,48510760291.24387,Central Region
Madhya Pradesh,2022,1,452010,5959407,7263031626.194959,Central Region
Madhya Pradesh,2022,1,452001,5914289,7022464203.986526,Central Region
Madhya Pradesh,2022,1,482001,5835918,9193584003.745905,Central Region
Madhya Pradesh,2022,1,462001,5434974,8295117043.417894,Central Region
Madhya Pradesh,2022,1,455001,4842367,7496773908.540472,Central Region
Madhya Pradesh,2022,1,452020,3814949,4530100209.355485,Central Region
Madhya Pradesh,2022,1,452016,3736352,5627028238.401192,Central Region
Madhya Pradesh,2022,1,482002,3535166,6311233940.343891,Central Region
Madhya Pradesh,2022,2,462008,137837715,198147341166.6993,Central Region
Madhya Pradesh,2022,2,452005,32975727,49649233331.682526,Central Region
Madhya Pradesh,2022,2,452010,7218657,8588780339.697896,Central Region
Madhya Pradesh,2022,2,452001,7076259,8193327848.437267,Central Region
Madhya Pradesh,2022,2,482001,7032988,10760742332.97242,Central Region
Madhya Pradesh,2022,2,462001,6697994,10032979289.040081,Central Region
Madhya Pradesh,2022,2,455001,5419403,8410015999.63977,Central Region
Madhya Pradesh,2022,2,452016,4554580,6766903710.683275,Central Region
Madhya Pradesh,2022,2,452020,4540833,5308580645.850723,Central Region
Madhya Pradesh,2022,2,482002,4137398,7303848628.662529,Central Region
Madhya Pradesh,2022,3,480001,164538285,229267141662.0665,Central Region
Madhya Pradesh,2022,3,452005,77073821,101859170927.7255,Central Region
Madhya Pradesh,2022,3,462001,71155689,88368119988.3176,Central Region
Madhya Pradesh,2022,3,462008,45855523,61686718219.72676,Central Region
Madhya Pradesh,2022,3,452001,7471847,8380329351.691161,Central Region
Madhya Pradesh,2022,3,452010,7434496,8613771374.952038,Central Region
Madhya Pradesh,2022,3,482001,7298840,10084918117.36276,Central Region
Madhya Pradesh,2022,3,455001,5949409,8464115413.365907,Central Region
Madhya Pradesh,2022,3,452016,4729334,6525836937.885269,Central Region
Madhya Pradesh,2022,3,452020,4724444,5158456072.730926,Central Region
Madhya Pradesh,2022,4,480001,240053791,341860974379.643,Central Region
Madhya Pradesh,2022,4,462001,97808901,128469913290.68192,Central Region
Madhya Pradesh,2022,4,452005,87303087,120221960106.04951,Central Region
Madhya Pradesh,2022,4,462008,47477990,64112954199.659485,Central Region
Madhya Pradesh,2022,4,452010,8385618,9603879189.200314,Central Region
Madhya Pradesh,2022,4,452001,8324463,9357366072.945831,Central Region
Madhya Pradesh,2022,4,484001,7999283,10647567573.56091,Central Region
Madhya Pradesh,2022,4,455001,6345033,9374516187.892769,Central Region
Madhya Pradesh,2022,4,482001,6308229,8847328414.794558,Central Region
Madhya Pradesh,2022,4,456006,5717266,8822242705.533184,Central Region
Maharashtra,2018,1,400008,2227885,3105208723.4751687,Western Region
Maharashtra,2018,1,411001,1055656,1413523605.595661,Western Region
Maharashtra,2018,1,411057,168299,280533305.2776339,Western Region
Maharashtra,2018,1,410501,156090,192733705.88601598,Western Region
Maharashtra,2018,1,400606,121105,201559877.8818854,Western Region
Maharashtra,2018,1,411033,118850,165427380.1373224,Western Region
Maharashtra,2018,1,411014,114748,209175471.82276022,Western Region
Maharashtra,2018,1,431003,104719,116259679.45781949,Western Region
Maharashtra,2018,1,411041,101787,119594030.2358434,Western Region
Maharashtra,2018,1,421302,95135,137262044.1129402,Western Region
Maharashtra,2018,2,400008,2631405,4703762207.003538,Western Region
Maharashtra,2018,2,411001,1316115,2145613783.5507011,Western Region
Maharashtra,2018,2,411057,242519,422304488.8299024,Western Region
Maharashtra,2018,2,410501,218820,316770191.1098889,Western Region
Maharashtra,2018,2,411014,166457,324218025.228673,Western Region
Maharashtra,2018,2,411033,157641,261252656.0200929,Western Region
Maharashtra,2018,2,400606,148846,279715772.8504358,Western Region
Maharashtra,2018,2,421302,135128,270573714.7319163,Western Region
Maharashtra,2018,2,411041,133107,189328050.52410918,Western Region
Maharashtra,2018,2,431003,130057,200245075.7577985,Western Region
Maharashtra,2018,3,400008,3111609,5436005565.196792,Western Region
Maharashtra,2018,3,411001,1689517,2829639683.406771,Western Region
Maharashtra,2018,3,410501,508646,591587000.3501817,Western Region
Maharashtra,2018,3,411057,422874,611270873.2667295,Western Region
Maharashtra,2018,3,411014,265735,483326747.3794536,Western Region
Maharashtra,2018,3,411033,238408,390743516.5145781,Western Region
Maharashtra,2018,3,431003,204502,302541720.1772945,Western Region
Maharashtra,2018,3,421302,201404,447312674.99639803,Western Region
Maharashtra,2018,3,411028,200254,344862780.4685549,Western Region
Maharashtra,2018,3,411041,189200,286384151.7948901,Western Region
Maharashtra,2018,4,400008,4586309,8474903607.123857,Western Region
Maharashtra,2018,4,411001,2176631,3917444399.4306116,Western Region
Maharashtra,2018,4,411057,652006,884095179.2798568,Western Region
Maharashtra,2018,4,410501,518442,769817705.9044026,Western Region
Maharashtra,2018,4,411014,420715,700159714.8560562,Western Region
Maharashtra,2018,4,421302,400213,785501091.8436023,Western Region
Maharashtra,2018,4,411028,376373,529931830.97976094,Western Region
Maharashtra,2018,4,411033,344206,531815628.9683175,Western Region
Maharashtra,2018,4,400708,314305,368619264.9520594,Western Region
Maharashtra,2018,4,400072,289541,484031730.62145823,Western Region
Maharashtra,2019,1,400008,6494529,10238553958.76301,Western Region
Maharashtra,2019,1,411006,5641935,9202990658.01836,Western Region
Maharashtra,2019,1,411001,2376027,3441020708.2644677,Western Region
Maharashtra,2019,1,411057,1291680,1352213398.966224,Western Region
Maharashtra,2019,1,410501,936769,1088531393.114206,Western Region
Maharashtra,2019,1,411033,705098,796780363.891503,Western Region
Maharashtra,2019,1,411014,703615,1011657285.71055,Western Region
Maharashtra,2019,1,421302,650588,1016319465.7605119,Western Region
Maharashtra,2019,1,411028,593884,747314892.8314725,Western Region
Maharashtra,2019,1,411041,578580,575340284.1574556,Western Region
Maharashtra,2019,2,411006,22544991,34073354893.75835,Western Region
Maharashtra,2019,2,400008,6827030,12401411002.36563,Western Region
Maharashtra,2019,2,411057,2165856,1701151988.4702282,Western Region
Maharashtra,2019,2,411033,1250933,1052200366.148137,Western Region
Maharashtra,2019,2,411014,1105699,1253903071.675699,Western Region
Maharashtra,2019,2,411041,994726,710421676.6720306,Western Region
Maharashtra,2019,2,411028,822458,919595179.7844033,Western Region
Maharashtra,2019,2,410501,816802,1127101247.6493971,Western Region
Maharashtra,2019,2,411046,736036,711637511.4949976,Western Region
Maharashtra,2019,2,440002,684074,1196325635.67382,Western Region
Maharashtra,2019,3,411006,25995035,42031275308.282005,Western Region
Maharashtra,2019,3,400008,7234595,14467758895.1863,Western Region
Maharashtra,2019,3,411057,4113075,2568524077.835992,Western Region
Maharashtra,2019,3,411033,2374065,1596921146.357568,Western Region
Maharashtra,2019,3,411014,2158511,1880558906.230874,Western Region
Maharashtra,2019,3,411041,1863384,1151240194.465138,Western Region
Maharashtra,2019,3,411028,1473236,1359277972.7776709,Western Region
Maharashtra,2019,3,411046,1399162,1112254282.503057,Western Region
Maharashtra,2019,3,411038,1367646,963376797.4875424,Western Region
Maharashtra,2019,3,410501,1268839,1480979342.382591,Western Region
Maharashtra,2019,4,411006,32779718,51360244641.27331,Western Region
Maharashtra,2019,4,400008,10498727,22289347327.905033,Western Region
Maharashtra,2019,4,411057,5242853,3141185779.034028,Western Region
Maharashtra,2019,4,411004,4505845,5714251438.585218,Western Region
Maharashtra,2019,4,411014,3033141,2406336857.5454073,Western Region
Maharashtra,2019,4,411033,3008684,2018214638.840316,Western Region
Maharashtra,2019,4,411041,2544534,1467560436.821537,Western Region
Maharashtra,2019,4,411028,1970393,1750661972.762306,Western Region
Maharashtra,2019,4,411046,1918669,1432422961.674624,Western Region
Maharashtra,2019,4,411038,1808324,1188240881.3851671,Western Region
Maharashtra,2020,1,411004,43278566,64894935103.995995,Western Region
Maharashtra,2020,1,400070,10817537,21066837485.65125,Western Region
Maharashtra,2020,1,411057,5637564,3498481662.551411,Western Region
Maharashtra,2020,1,411014,3577288,2709270512.5868897,Western Region
Maharashtra,2020,1,411033,3338361,2293643428.210578,Western Region
Maharashtra,2020,1,411041,2822563,1654901853.7680151,Western Region
Maharashtra,2020,1,440012,2572365,5224820485.5369005,Western Region
Maharashtra,2020,1,411046,2258157,1670905373.941304,Western Region
Maharashtra,2020,1,411028,2249726,1954542698.8450608,Western Region
Maharashtra,2020,1,410501,2085583,2215056414.5534873,Western Region
Maharashtra,2020,2,411004,27617700,58352702890.562004,Western Region
Maharashtra,2020,2,400070,6133707,13985785942.628,Western Region
Maharashtra,2020,2,444510,1773268,4869612765.548667,Western Region
Maharashtra,2020,2,440012,1695433,4365896358.668893,Western Region
Maharashtra,2020,2,411057,1566812,1588831343.361561,Western Region
Maharashtra,2020,2,411033,1473583,1470500760.125216,Western Region
Maharashtra,2020,2,410501,1370197,1438917505.312336,Western Region
Maharashtra,2020,2,421302,1268368,1772795394.7374759,Western Region
Maharashtra,2020,2,411014,1246164,1342419964.181251,Western Region
Maharashtra,2020,2,431003,1144503,1537431832.653778,Western Region
Maharashtra,2020,3,411004,49082232,94100767700.43585,Western Region
Maharashtra,2020,3,400070,9322422,19921445454.62735,Western Region
Maharashtra,2020,3,410501,2801571,3007329077.40823,Western Region
Maharashtra,2020,3,411033,2579266,2455050777.8652573,Western Region
Maharashtra,2020,3,411057,2246332,1998570489.523424,Western Region
Maharashtra,2020,3,411014,2096814,2005776005.6437979,Western Region
Maharashtra,2020,3,431001,1958007,3661800243.277453,Western Region
Maharashtra,2020,3,431003,1924441,2632272615.053278,Western Region
Maharashtra,2020,3,440012,1886074,4404411879.502845,Western Region
Maharashtra,2020,3,411041,1815596,1737159508.2047923,Western Region
Maharashtra,2020,4,411004,48628369,83733590846.6026,Western Region
Maharashtra,2020,4,400070,10292942,19437071904.383442,Western Region
Maharashtra,2020,4,410501,5088128,4921388816.825994,Western Region
Maharashtra,2020,4,444510,4444889,10914140072.251558,Western Region
Maharashtra,2020,4,411033,4384385,3846739778.8212333,Western Region
Maharashtra,2020,4,411014,4117739,3458693807.95491,Western Region
Maharashtra,2020,4,411057,3737410,3034627308.599435,Western Region
Maharashtra,2020,4,431003,3183797,4104217114.676458,Western Region
Maharashtra,2020,4,411041,3105570,2764392022.952948,Western Region
Maharashtra,2020,4,411046,3049281,3141625296.983733,Western Region
Maharashtra,2021,1,411004,99287169,142692099313.189,Western Region
Maharashtra,2021,1,400070,25090098,39416189451.46673,Western Region
Maharashtra,2021,1,444510,14752939,29459240170.908833,Western Region
Maharashtra,2021,1,410501,5597174,5283710135.059421,Western Region
Maharashtra,2021,1,411033,5167231,4454661003.7049465,Western Region
Maharashtra,2021,1,411014,5011718,4006389874.363821,Western Region
Maharashtra,2021,1,411057,4560933,3672139833.6756625,Western Region
Maharashtra,2021,1,411041,3970507,3298137065.526967,Western Region
Maharashtra,2021,1,440012,3927031,7099760065.066556,Western Region
Maharashtra,2021,1,411046,3668053,3582816058.737564,Western Region
Maharashtra,2021,2,411004,120795663,186134320440.9364,Western Region
Maharashtra,2021,2,400070,27988960,44355645215.551125,Western Region
Maharashtra,2021,2,444510,25401557,51689666317.88881,Western Region
Maharashtra,2021,2,410501,5820240,5718928168.939413,Western Region
Maharashtra,2021,2,440012,4911423,9162320983.838173,Western Region
Maharashtra,2021,2,411033,4333078,4447067830.754313,Western Region
Maharashtra,2021,2,431001,4313072,7018036781.23728,Western Region
Maharashtra,2021,2,411014,3826381,3573102470.840426,Western Region
Maharashtra,2021,2,412105,3522643,4155458263.943235,Western Region
Maharashtra,2021,2,411057,3471054,3320265998.53467,Western Region
Maharashtra,2021,3,411004,155523883,217400690972.07767,Western Region
Maharashtra,2021,3,444510,45378525,84950919432.04366,Western Region
Maharashtra,2021,3,400070,35253876,52493227092.60605,Western Region
Maharashtra,2021,3,410501,8483378,7512931034.073682,Western Region
Maharashtra,2021,3,431001,6658569,9795663070.657684,Western Region
Maharashtra,2021,3,411033,6391773,5955974410.850868,Western Region
Maharashtra,2021,3,411014,6153220,5254893792.249604,Western Region
Maharashtra,2021,3,411057,5518690,4869776610.609431,Western Region
Maharashtra,2021,3,440012,5494787,9251767919.822668,Western Region
Maharashtra,2021,3,412105,5234434,5620948987.57558,Western Region
Maharashtra,2021,4,411004,185423020,259406175394.8584,Western Region
Maharashtra,2021,4,444510,55162139,103212697006.9625,Western Region
Maharashtra,2021,4,400070,50340367,73187916008.75829,Western Region
Maharashtra,2021,4,410501,10198767,9264010974.618313,Western Region
Maharashtra,2021,4,431001,8557377,12404503527.71685,Western Region
Maharashtra,2021,4,411014,7890419,6868558294.36281,Western Region
Maharashtra,2021,4,411033,7862205,7410840168.559816,Western Region
Maharashtra,2021,4,411057,7136353,6247408883.821518,Western Region
Maharashtra,2021,4,431003,6407291,8067351256.978016,Western Region
Maharashtra,2021,4,412105,6367461,6993658658.829407,Western Region
Maharashtra,2022,1,411004,209101358,285005833904.6318,Western Region
Maharashtra,2022,1,444510,69862188,129741278088.807,Western Region
Maharashtra,2022,1,400070,56011211,80794740859.51787,Western Region
Maharashtra,2022,1,410501,11640038,10636624234.637451,Western Region
Maharashtra,2022,1,431001,9825891,13805827491.42202,Western Region
Maharashtra,2022,1,411033,9348861,8590526583.137423,Western Region
Maharashtra,2022,1,411014,9059263,7848200047.69926,Western Region
Maharashtra,2022,1,411057,8561602,7472972778.678108,Western Region
Maharashtra,2022,1,412105,7459104,8159684878.294653,Western Region
Maharashtra,2022,1,421302,7450111,11482329394.525139,Western Region
Maharashtra,2022,2,411004,262731186,356436998068.0399,Western Region
Maharashtra,2022,2,444510,93575752,168031360482.0629,Western Region
Maharashtra,2022,2,400070,67786894,95416331928.65605,Western Region
Maharashtra,2022,2,410501,13236910,11874309798.758919,Western Region
Maharashtra,2022,2,411014,11697920,10026764352.96993,Western Region
Maharashtra,2022,2,411057,11622532,9909192948.653673,Western Region
Maharashtra,2022,2,431001,11357036,15940998114.99646,Western Region
Maharashtra,2022,2,411033,11248321,10137475801.06741,Western Region
Maharashtra,2022,2,411041,8733671,7423109581.111521,Western Region
Maharashtra,2022,2,412105,8602663,9347399710.593971,Western Region
Maharashtra,2022,3,411033,217102802,241609848561.3698,Western Region
Maharashtra,2022,3,400070,137051260,170363147506.6858,Western Region
Maharashtra,2022,3,400008,49814056,65788617891.76341,Western Region
Maharashtra,2022,3,411004,35565559,46889682733.19162,Western Region
Maharashtra,2022,3,440015,28518450,39580070888.688675,Western Region
Maharashtra,2022,3,422001,16584775,22892863075.66761,Western Region
Maharashtra,2022,3,410501,13708087,12394610913.096241,Western Region
Maharashtra,2022,3,411057,13233019,11257700083.43137,Western Region
Maharashtra,2022,3,444510,12876808,23786716614.65294,Western Region
Maharashtra,2022,3,411014,12461317,10734695463.2045,Western Region
Maharashtra,2022,4,411033,263248580,298971294541.89966,Western Region
Maharashtra,2022,4,400070,180508440,226320223720.0673,Western Region
Maharashtra,2022,4,400008,49240020,65927005243.35176,Western Region
Maharashtra,2022,4,440015,33001619,46646510285.45537,Western Region
Maharashtra,2022,4,422001,29230434,40043689994.83023,Western Region
Maharashtra,2022,4,410501,15124573,13739297710.183971,Western Region
Maharashtra,2022,4,411057,14986782,12424554392.87323,Western Region
Maharashtra,2022,4,411014,13692420,11881222962.18791,Western Region
Maharashtra,2022,4,421302,13270367,18356897590.78022,Western Region
Maharashtra,2022,4,431201,12674116,17443485580.87204,Western Region
Manipur,2018,1,795004,12606,23682933.58208196,North-Eastern Region
Manipur,2018,1,795001,8487,10244714.67605827,North-Eastern Region
Manipur,2018,1,795133,4140,6458893.323608544,North-Eastern Region
Manipur,2018,1,795130,4015,1947352.8842733959,North-Eastern Region
Manipur,2018,1,795138,4012,3186030.4751248285,North-Eastern Region
Manipur,2018,1,795009,3749,4170135.4255989287,North-Eastern Region
Manipur,2018,1,795149,3632,3526963.202119058,North-Eastern Region
Manipur,2018,1,795008,3285,2936870.674948047,North-Eastern Region
Manipur,2018,1,795002,3020,4270672.741117084,North-Eastern Region
Manipur,2018,1,795148,2976,3058970.431631125,North-Eastern Region
Manipur,2018,2,795004,18869,44371601.78974695,North-Eastern Region
Manipur,2018,2,795001,11421,20780535.10412344,North-Eastern Region
Manipur,2018,2,795138,10598,10328620.30235086,North-Eastern Region
Manipur,2018,2,795130,8787,4411550.308926317,North-Eastern Region
Manipur,2018,2,795148,8124,6416280.939354524,North-Eastern Region
Manipur,2018,2,795008,7956,6424120.1701824935,North-Eastern Region
Manipur,2018,2,795149,7677,7402520.412686354,North-Eastern Region
Manipur,2018,2,795133,7109,10382916.49688313,North-Eastern Region
Manipur,2018,2,795009,6537,7127037.549029747,North-Eastern Region
Manipur,2018,2,795010,5110,8471239.484244682,North-Eastern Region
Manipur,2018,3,795008,22448,15778360.208970271,North-Eastern Region
Manipur,2018,3,795004,22196,61681660.67057082,North-Eastern Region
Manipur,2018,3,795001,15883,31271196.1664124,North-Eastern Region
Manipur,2018,3,795138,10525,20443510.76913356,North-Eastern Region
Manipur,2018,3,795133,8504,12631267.784410069,North-Eastern Region
Manipur,2018,3,795148,7723,11875212.22657063,North-Eastern Region
Manipur,2018,3,795132,6976,9049086.682711724,North-Eastern Region
Manipur,2018,3,795149,6292,9524903.275712792,North-Eastern Region
Manipur,2018,3,795009,6228,10405423.891936261,North-Eastern Region
Manipur,2018,3,795010,5771,11283039.73890148,North-Eastern Region
Manipur,2018,4,795004,32711,95104886.51172696,North-Eastern Region
Manipur,2018,4,795001,19824,48128337.59258818,North-Eastern Region
Manipur,2018,4,795138,12501,27087023.25722469,North-Eastern Region
Manipur,2018,4,795133,10795,19534498.35574562,North-Eastern Region
Manipur,2018,4,795148,9494,18953989.77051061,North-Eastern Region
Manipur,2018,4,795132,7849,13377220.69851027,North-Eastern Region
Manipur,2018,4,795149,7506,16701062.63717064,North-Eastern Region
Manipur,2018,4,795002,7121,22565426.57785627,North-Eastern Region
Manipur,2018,4,795107,7028,25299899.69137483,North-Eastern Region
Manipur,2018,4,795008,6971,12533403.84462461,North-Eastern Region
Manipur,2019,1,795004,35245,109634944.30257641,North-Eastern Region
Manipur,2019,1,795001,24838,56727468.161791325,North-Eastern Region
Manipur,2019,1,795002,12432,25977979.478554804,North-Eastern Region
Manipur,2019,1,795138,11157,22901903.30216552,North-Eastern Region
Manipur,2019,1,795133,9791,21402954.88393839,North-Eastern Region
Manipur,2019,1,795148,9570,19123565.1363999,North-Eastern Region
Manipur,2019,1,795132,9340,18235018.20897458,North-Eastern Region
Manipur,2019,1,795107,8646,23565468.84410979,North-Eastern Region
Manipur,2019,1,795149,8393,24871786.666982573,North-Eastern Region
Manipur,2019,1,795128,8185,27756732.496665858,North-Eastern Region
Manipur,2019,2,795004,36187,120781209.48124571,North-Eastern Region
Manipur,2019,2,795001,28023,77389134.5047512,North-Eastern Region
Manipur,2019,2,795002,10533,30009542.78850165,North-Eastern Region
Manipur,2019,2,795138,9739,27248718.95561669,North-Eastern Region
Manipur,2019,2,795133,8834,21011673.35942066,North-Eastern Region
Manipur,2019,2,795148,8578,18484663.43130917,North-Eastern Region
Manipur,2019,2,795107,8437,25768354.482557002,North-Eastern Region
Manipur,2019,2,795149,7257,20388901.095304307,North-Eastern Region
Manipur,2019,2,795128,7150,23400317.82673927,North-Eastern Region
Manipur,2019,2,795132,6820,16466061.165612679,North-Eastern Region
Manipur,2019,3,795004,49341,143342579.4531782,North-Eastern Region
Manipur,2019,3,795001,34428,100742930.73130389,North-Eastern Region
Manipur,2019,3,795002,16183,38435546.5771031,North-Eastern Region
Manipur,2019,3,795107,12606,31413050.588196773,North-Eastern Region
Manipur,2019,3,795138,12455,31596560.4835391,North-Eastern Region
Manipur,2019,3,795133,11331,21911206.1585744,North-Eastern Region
Manipur,2019,3,795148,10206,20197259.281416442,North-Eastern Region
Manipur,2019,3,795103,10097,21276889.31673848,North-Eastern Region
Manipur,2019,3,795128,9626,31349106.36210661,North-Eastern Region
Manipur,2019,3,795149,9541,25778922.8514218,North-Eastern Region
Manipur,2019,4,795004,85163,284142574.3657611,North-Eastern Region
Manipur,2019,4,795001,41607,123799617.8639404,North-Eastern Region
Manipur,2019,4,795002,19150,43657709.80721581,North-Eastern Region
Manipur,2019,4,795133,16045,32936174.803068597,North-Eastern Region
Manipur,2019,4,795138,14997,36046485.76252708,North-Eastern Region
Manipur,2019,4,795107,14246,38601354.81514808,North-Eastern Region
Manipur,2019,4,795148,13841,28618093.637119994,North-Eastern Region
Manipur,2019,4,795149,12308,32634117.40836089,North-Eastern Region
Manipur,2019,4,795103,12270,28917720.97323072,North-Eastern Region
Manipur,2019,4,795010,10612,24985787.003353592,North-Eastern Region
Manipur,2020,1,795004,387305,1585768079.294744,North-Eastern Region
Manipur,2020,1,795001,29338,71746308.31074907,North-Eastern Region
Manipur,2020,1,795002,23472,49969749.15235273,North-Eastern Region
Manipur,2020,1,795133,19760,39998266.40328973,North-Eastern Region
Manipur,2020,1,795138,18804,45574900.73661077,North-Eastern Region
Manipur,2020,1,795003,18491,62464386.41518304,North-Eastern Region
Manipur,2020,1,795148,16024,34279598.47380114,North-Eastern Region
Manipur,2020,1,795107,15648,36913496.96682216,North-Eastern Region
Manipur,2020,1,795103,15607,35641602.94164023,North-Eastern Region
Manipur,2020,1,795149,14785,35928977.22083622,North-Eastern Region
Manipur,2020,2,795004,434372,1785185559.424821,North-Eastern Region
Manipur,2020,2,795133,37798,78140997.53542186,North-Eastern Region
Manipur,2020,2,795138,30249,75820288.94663924,North-Eastern Region
Manipur,2020,2,795001,30163,64637545.78666336,North-Eastern Region
Manipur,2020,2,795002,28649,64115117.27000809,North-Eastern Region
Manipur,2020,2,795103,26957,48348962.68931339,North-Eastern Region
Manipur,2020,2,795148,26952,63698749.748529874,North-Eastern Region
Manipur,2020,2,795149,25348,54447797.89247189,North-Eastern Region
Manipur,2020,2,795128,22004,60475365.34862573,North-Eastern Region
Manipur,2020,2,795010,21593,40070674.34978539,North-Eastern Region
Manipur,2020,3,795004,668121,2783564813.25431,North-Eastern Region
Manipur,2020,3,795133,39633,91377856.61182676,North-Eastern Region
Manipur,2020,3,795001,37763,100794824.1154036,North-Eastern Region
Manipur,2020,3,795138,37003,90478654.05794756,North-Eastern Region
Manipur,2020,3,795002,32589,85557701.29399624,North-Eastern Region
Manipur,2020,3,795103,30393,65449502.81618789,North-Eastern Region
Manipur,2020,3,795148,29878,73091134.6093145,North-Eastern Region
Manipur,2020,3,795128,29127,88214853.90578212,North-Eastern Region
Manipur,2020,3,795149,28473,67187829.42387846,North-Eastern Region
Manipur,2020,3,795010,24695,55104065.471680366,North-Eastern Region
Manipur,2020,4,795004,735821,2994638886.2818193,North-Eastern Region
Manipur,2020,4,795001,50986,166310982.5132697,North-Eastern Region
Manipur,2020,4,795133,45765,129937731.4075594,North-Eastern Region
Manipur,2020,4,795138,41754,122532691.00344451,North-Eastern Region
Manipur,2020,4,795002,39018,113247697.0894908,North-Eastern Region
Manipur,2020,4,795148,35670,102124943.044547,North-Eastern Region
Manipur,2020,4,795103,34654,90732237.57658619,North-Eastern Region
Manipur,2020,4,795128,32853,117549054.3880044,North-Eastern Region
Manipur,2020,4,795107,31876,92161645.0143372,North-Eastern Region
Manipur,2020,4,795149,30448,88653311.98252766,North-Eastern Region
Manipur,2021,1,795004,1557689,4521302248.497635,North-Eastern Region
Manipur,2021,1,795001,47326,162912662.9322396,North-Eastern Region
Manipur,2021,1,795002,39543,115764588.4730033,North-Eastern Region
Manipur,2021,1,795133,35007,128099048.48124701,North-Eastern Region
Manipur,2021,1,795138,34160,120845508.8392397,North-Eastern Region
