State,Year,Quarter,District,Transaction_count,Transaction_amount,Latitude,Longitude,Region
Maharashtra,2020,4,Palghar,8070045,11789420098.043331,20.1700227,79.97914161206661,Western Region
Maharashtra,2020,4,Jalna,3740553,6701628487.028286,19.83228,75.874466,Western Region
Maharashtra,2020,4,Gondia,1312868,2564702116.1102552,19.83228,75.874466,Western Region
Maharashtra,2020,4,Ahmednagar,13929256,25560818870.6825,19.108436,74.735394,Western Region
Maharashtra,2020,4,Pune,142350762,182511549425.14313,18.527863,73.85568328231989,Western Region
Maharashtra,2020,4,Beed,4622657,9549129679.112585,18.9869163,75.7533207,Western Region
Maharashtra,2020,4,Satara,7533969,10884087745.80019,17.6913198,74.0094374,Western Region
Maharashtra,2021,1,Jalgaon,7125707,13436630175.7531,24.9072406,79.5844054,Western Region
Maharashtra,2021,1,Latur,5760464,10272773258.58823,18.3931679,76.56402547242254,Western Region
Maharashtra,2021,1,Thane,33503449,48840960311.87904,19.19682175,72.9786988514791,Western Region
Maharashtra,2021,1,Bhandara,1564520,2913849252.913053,21.1596616,79.6527375,Western Region
Maharashtra,2021,1,Nandurbar,1383515,2901763348.785065,21.3386847,74.2344823,Western Region
Maharashtra,2021,1,Chandrapur,3151866,5069729588.572804,19.9648425,79.2914735,Western Region
Maharashtra,2021,1,Kolhapur,7652720,11901398334.29837,16.5756833,74.3125599,Western Region
Maharashtra,2021,1,Solapur,13720797,26445846333.975227,17.66787665,75.90672723846026,Western Region
Maharashtra,2021,1,Mumbai,8188922,15047988751.59,19.0517979,72.8292773,Western Region
Maharashtra,2021,1,Sindhudurg,687743,1257865634.02634,16.11617835,73.69000425158009,Western Region
Maharashtra,2021,1,Dhule,3403609,6669525561.754,20.9257339,74.7771388,Western Region
Maharashtra,2021,1,Wardha,1840914,3127038656.932465,20.73775615,78.60316842982326,Western Region
Maharashtra,2021,1,Parbhani,3263936,6070517241.173687,19.2713708,76.7644813,Western Region
Maharashtra,2021,1,Mumbai Suburban,49079788,75911506798.24136,19.2713708,76.7644813,Western Region
Maharashtra,2021,1,Hingoli,1278417,2500851214.149077,19.7222317,77.1544772,Western Region
Maharashtra,2021,1,Ratnagiri,1238194,2129551543.413013,16.9883802,73.2993118160657,Western Region
Maharashtra,2021,1,Nanded,5176083,10853543031.679548,19.15915835,77.3032699373139,Western Region
Maharashtra,2021,1,Osmanabad,3859502,7459855804.480752,18.18788,76.035779,Western Region
Maharashtra,2021,1,Nagpur,20132732,31261594334.217762,21.1170373,79.1045331,Western Region
Maharashtra,2021,1,Buldhana,4321520,9192518486.187069,21.1170373,79.1045331,Western Region
Maharashtra,2021,1,Nashik,27235543,41832846588.20086,19.9969676,73.7782466,Western Region
Maharashtra,2021,1,Akola,2410033,4313676653.1030655,20.7141213,77.0065838,Western Region
Maharashtra,2021,1,Yavatmal,2673201,5192118900.718617,20.3908238,78.1324077,Western Region
Maharashtra,2021,1,Aurangabad,20324679,29945191784.134212,19.8799062683,75.33891908889,Western Region
Maharashtra,2021,1,Amravati,5370072,9628361958.166653,20.9376684,77.7781055,Western Region
Maharashtra,2021,1,Washim,16119131,32164445523.2091,20.1224632,77.1311174,Western Region
Maharashtra,2021,1,Sangli,5514760,9850670767.038408,16.8425456,74.60920165585244,Western Region
Maharashtra,2021,1,Gadchiroli,959325,2010484968.1852303,20.1700227,79.97914161206661,Western Region
Maharashtra,2021,1,Raigad,10673549,15596964081.619112,20.1700227,79.97914161206661,Western Region
Maharashtra,2021,1,Palghar,8313771,12738143184.38973,20.1700227,79.97914161206661,Western Region
Maharashtra,2021,1,Jalna,3795010,7135028200.598163,19.83228,75.874466,Western Region
Maharashtra,2021,1,Gondia,1400318,2892659242.6240034,19.83228,75.874466,Western Region
Maharashtra,2021,1,Ahmednagar,14942900,27709537707.31411,19.108436,74.735394,Western Region
Maharashtra,2021,1,Pune,208930588,253623629237.6579,18.527863,73.85568328231989,Western Region
Maharashtra,2021,1,Beed,4851168,10322699960.98719,18.9869163,75.7533207,Western Region
Maharashtra,2021,1,Satara,8011794,11665585732.69235,17.6913198,74.0094374,Western Region
Maharashtra,2021,2,Jalgaon,9203822,17827507489.14714,24.9072406,79.5844054,Western Region
Maharashtra,2021,2,Latur,6926698,12775603482.762701,18.3931679,76.56402547242254,Western Region
Maharashtra,2021,2,Thane,34695330,51834001818.133484,19.19682175,72.9786988514791,Western Region
Maharashtra,2021,2,Bhandara,1822721,3497598608.152729,21.1596616,79.6527375,Western Region
Maharashtra,2021,2,Nandurbar,1769625,3685674679.034761,21.3386847,74.2344823,Western Region
Maharashtra,2021,2,Chandrapur,3869197,6284653560.530261,19.9648425,79.2914735,Western Region
Maharashtra,2021,2,Kolhapur,8091062,13193153731.66341,16.5756833,74.3125599,Western Region
Maharashtra,2021,2,Solapur,16828619,33876247851.21455,17.66787665,75.90672723846026,Western Region
Maharashtra,2021,2,Mumbai,7493859,13269905417.180561,19.0517979,72.8292773,Western Region
Maharashtra,2021,2,Sindhudurg,744195,1343035806.176563,16.11617835,73.69000425158009,Western Region
Maharashtra,2021,2,Dhule,4332008,8554199986.2613325,20.9257339,74.7771388,Western Region
Maharashtra,2021,2,Wardha,2139522,3699297144.8283,20.73775615,78.60316842982326,Western Region
Maharashtra,2021,2,Parbhani,4436069,8209849173.250013,19.2713708,76.7644813,Western Region
Maharashtra,2021,2,Mumbai Suburban,51172626,79709409341.93018,19.2713708,76.7644813,Western Region
Maharashtra,2021,2,Hingoli,1723420,3436318356.586167,19.7222317,77.1544772,Western Region
Maharashtra,2021,2,Ratnagiri,1425394,2433599392.983591,16.9883802,73.2993118160657,Western Region
Maharashtra,2021,2,Nanded,6605754,14281557245.03413,19.15915835,77.3032699373139,Western Region
Maharashtra,2021,2,Osmanabad,4779631,9350468423.935926,18.18788,76.035779,Western Region
Maharashtra,2021,2,Nagpur,22506189,36690120293.721405,21.1170373,79.1045331,Western Region
Maharashtra,2021,2,Buldhana,5761237,12195032520.59851,21.1170373,79.1045331,Western Region
Maharashtra,2021,2,Nashik,28391827,47825836433.598206,19.9969676,73.7782466,Western Region
Maharashtra,2021,2,Akola,3118344,5603968802.647449,20.7141213,77.0065838,Western Region
Maharashtra,2021,2,Yavatmal,3570984,6810703585.523739,20.3908238,78.1324077,Western Region
Maharashtra,2021,2,Aurangabad,23744887,36191383377.4905,19.8799062683,75.33891908889,Western Region
Maharashtra,2021,2,Amravati,6482349,11779345148.38451,20.9376684,77.7781055,Western Region
Maharashtra,2021,2,Washim,27190170,55251595071.35002,20.1224632,77.1311174,Western Region
Maharashtra,2021,2,Sangli,6227375,11675925279.76992,16.8425456,74.60920165585244,Western Region
Maharashtra,2021,2,Gadchiroli,1212525,2440258252.3546352,20.1700227,79.97914161206661,Western Region
Maharashtra,2021,2,Raigad,11509927,16915509520.36308,20.1700227,79.97914161206661,Western Region
Maharashtra,2021,2,Palghar,8657621,12997801116.85217,20.1700227,79.97914161206661,Western Region
Maharashtra,2021,2,Jalna,4973393,9302678916.188164,19.83228,75.874466,Western Region
Maharashtra,2021,2,Gondia,1714392,3601577353.661885,19.83228,75.874466,Western Region
Maharashtra,2021,2,Ahmednagar,16869500,32660327252.892723,19.108436,74.735394,Western Region
Maharashtra,2021,2,Pune,218732925,298657497266.993,18.527863,73.85568328231989,Western Region
Maharashtra,2021,2,Beed,6303927,13880929754.807592,18.9869163,75.7533207,Western Region
Maharashtra,2021,2,Satara,8589362,13372484167.6908,17.6913198,74.0094374,Western Region
Maharashtra,2021,3,Jalgaon,11683707,20222318554.82865,24.9072406,79.5844054,Western Region
Maharashtra,2021,3,Latur,9248789,15056539122.121681,18.3931679,76.56402547242254,Western Region
Maharashtra,2021,3,Thane,46296081,66370065441.36949,19.19682175,72.9786988514791,Western Region
Maharashtra,2021,3,Bhandara,2346620,4177653275.837865,21.1596616,79.6527375,Western Region
Maharashtra,2021,3,Nandurbar,2294230,4289557263.303294,21.3386847,74.2344823,Western Region
Maharashtra,2021,3,Chandrapur,5223272,7710188968.380587,19.9648425,79.2914735,Western Region
Maharashtra,2021,3,Kolhapur,11008132,17285308890.913483,16.5756833,74.3125599,Western Region
Maharashtra,2021,3,Solapur,22642205,41800216299.60483,17.66787665,75.90672723846026,Western Region
Maharashtra,2021,3,Mumbai,11491677,20168312966.81647,19.0517979,72.8292773,Western Region
Maharashtra,2021,3,Sindhudurg,901040,1629829529.591305,16.11617835,73.69000425158009,Western Region
Maharashtra,2021,3,Dhule,5529023,10014453951.958511,20.9257339,74.7771388,Western Region
Maharashtra,2021,3,Wardha,2839183,4424402893.294242,20.73775615,78.60316842982326,Western Region
Maharashtra,2021,3,Parbhani,6675022,10674377409.49122,19.2713708,76.7644813,Western Region
Maharashtra,2021,3,Mumbai Suburban,67846531,100494598469.0651,19.2713708,76.7644813,Western Region
Maharashtra,2021,3,Hingoli,2161199,3965562680.570984,19.7222317,77.1544772,Western Region
Maharashtra,2021,3,Ratnagiri,1682108,2812554265.759897,16.9883802,73.2993118160657,Western Region
Maharashtra,2021,3,Nanded,8916177,16631083455.66839,19.15915835,77.3032699373139,Western Region
Maharashtra,2021,3,Osmanabad,6137588,10879099861.92512,18.18788,76.035779,Western Region
Maharashtra,2021,3,Nagpur,29998841,44274024437.65408,21.1170373,79.1045331,Western Region
Maharashtra,2021,3,Buldhana,7413428,13612640871.00666,21.1170373,79.1045331,Western Region
Maharashtra,2021,3,Nashik,39927545,60198709473.80904,19.9969676,73.7782466,Western Region
Maharashtra,2021,3,Akola,4155570,6724928544.716701,20.7141213,77.0065838,Western Region
Maharashtra,2021,3,Yavatmal,4696326,8082506308.227328,20.3908238,78.1324077,Western Region
Maharashtra,2021,3,Aurangabad,32667108,45343695947.53139,19.8799062683,75.33891908889,Western Region
Maharashtra,2021,3,Amravati,8512827,13891877202.07629,20.9376684,77.7781055,Western Region
Maharashtra,2021,3,Washim,47716080,89156949627.79579,20.1224632,77.1311174,Western Region
Maharashtra,2021,3,Sangli,8352537,14641584802.92689,16.8425456,74.60920165585244,Western Region
Maharashtra,2021,3,Gadchiroli,1543698,2975813665.779912,20.1700227,79.97914161206661,Western Region
Maharashtra,2021,3,Raigad,15666356,21716387176.67745,20.1700227,79.97914161206661,Western Region
Maharashtra,2021,3,Palghar,11918989,17245742713.728382,20.1700227,79.97914161206661,Western Region
Maharashtra,2021,3,Jalna,6262192,10808380341.003181,19.83228,75.874466,Western Region
Maharashtra,2021,3,Gondia,2236319,4202183466.3787,19.83228,75.874466,Western Region
Maharashtra,2021,3,Ahmednagar,23270731,41445914645.10296,19.108436,74.735394,Western Region
Maharashtra,2021,3,Pune,303322956,372243656247.4718,18.527863,73.85568328231989,Western Region
Maharashtra,2021,3,Beed,8279040,16758879510.504042,18.9869163,75.7533207,Western Region
Maharashtra,2021,3,Satara,12010933,17327306884.548172,17.6913198,74.0094374,Western Region
Maharashtra,2021,4,Jalgaon,15456402,26909954530.424904,24.9072406,79.5844054,Western Region
Maharashtra,2021,4,Latur,12678966,20736966202.77146,18.3931679,76.56402547242254,Western Region
Maharashtra,2021,4,Thane,58731186,82756618879.3905,19.19682175,72.9786988514791,Western Region
Maharashtra,2021,4,Bhandara,3014353,5371508386.170332,21.1596616,79.6527375,Western Region
Maharashtra,2021,4,Nandurbar,3087075,5793563146.987923,21.3386847,74.2344823,Western Region
Maharashtra,2021,4,Chandrapur,7009727,10412294822.20895,19.9648425,79.2914735,Western Region
Maharashtra,2021,4,Kolhapur,15202155,23311142306.11304,16.5756833,74.3125599,Western Region
Maharashtra,2021,4,Solapur,29893044,53557566277.62863,17.66787665,75.90672723846026,Western Region
Maharashtra,2021,4,Mumbai,15677222,27535270022.96809,19.0517979,72.8292773,Western Region
Maharashtra,2021,4,Sindhudurg,1243850,2234445565.547666,16.11617835,73.69000425158009,Western Region
Maharashtra,2021,4,Dhule,7402020,13203246956.78204,20.9257339,74.7771388,Western Region
Maharashtra,2021,4,Wardha,3741381,5948081630.18851,20.73775615,78.60316842982326,Western Region
Maharashtra,2021,4,Parbhani,8899067,13987558040.08242,19.2713708,76.7644813,Western Region
Maharashtra,2021,4,Mumbai Suburban,92733033,134616103622.6073,19.2713708,76.7644813,Western Region
Maharashtra,2021,4,Hingoli,2951247,5448438919.118405,19.7222317,77.1544772,Western Region
Maharashtra,2021,4,Ratnagiri,2267617,3804549056.286895,16.9883802,73.2993118160657,Western Region
Maharashtra,2021,4,Nanded,12362404,23236313336.13468,19.15915835,77.3032699373139,Western Region
Maharashtra,2021,4,Osmanabad,8478583,14851847464.126,18.18788,76.035779,Western Region
Maharashtra,2021,4,Nagpur,37294016,55504861303.1382,21.1170373,79.1045331,Western Region
Maharashtra,2021,4,Buldhana,9965367,18366614804.86343,21.1170373,79.1045331,Western Region
Maharashtra,2021,4,Nashik,50753398,77325087055.88705,19.9969676,73.7782466,Western Region
Maharashtra,2021,4,Akola,5575093,9105402246.049797,20.7141213,77.0065838,Western Region
Maharashtra,2021,4,Yavatmal,6325995,11009717772.0451,20.3908238,78.1324077,Western Region
Maharashtra,2021,4,Aurangabad,42089766,58225600205.24055,19.8799062683,75.33891908889,Western Region
Maharashtra,2021,4,Amravati,10748480,18826698543.573563,20.9376684,77.7781055,Western Region
Maharashtra,2021,4,Washim,58312102,108918964843.6331,20.1224632,77.1311174,Western Region
Maharashtra,2021,4,Sangli,11336302,19350815032.95449,16.8425456,74.60920165585244,Western Region
Maharashtra,2021,4,Gadchiroli,2019389,3876064979.517034,20.1700227,79.97914161206661,Western Region
Maharashtra,2021,4,Raigad,19999796,27241010089.090332,20.1700227,79.97914161206661,Western Region
Maharashtra,2021,4,Palghar,15141805,21820045142.227592,20.1700227,79.97914161206661,Western Region
Maharashtra,2021,4,Jalna,8350020,14344117826.98929,19.83228,75.874466,Western Region
Maharashtra,2021,4,Gondia,2933396,5371056519.087561,19.83228,75.874466,Western Region
Maharashtra,2021,4,Ahmednagar,30809337,53652623922.42543,19.108436,74.735394,Western Region
Maharashtra,2021,4,Pune,371337618,454584743765.0556,18.527863,73.85568328231989,Western Region
Maharashtra,2021,4,Beed,10966370,21562077522.84112,18.9869163,75.7533207,Western Region
Maharashtra,2021,4,Satara,15943920,22557502388.359077,17.6913198,74.0094374,Western Region
Maharashtra,2022,1,Jalgaon,17757988,30555178757.005993,24.9072406,79.5844054,Western Region
Maharashtra,2022,1,Latur,15356835,23856260979.2032,18.3931679,76.56402547242254,Western Region
Maharashtra,2022,1,Thane,66420329,91604299445.99771,19.19682175,72.9786988514791,Western Region
Maharashtra,2022,1,Bhandara,3461274,6404864501.433441,21.1596616,79.6527375,Western Region
Maharashtra,2022,1,Nandurbar,3622329,7060445513.077811,21.3386847,74.2344823,Western Region
Maharashtra,2022,1,Chandrapur,8245169,12334491815.90076,19.9648425,79.2914735,Western Region
Maharashtra,2022,1,Kolhapur,17433041,26386491968.922462,16.5756833,74.3125599,Western Region
Maharashtra,2022,1,Solapur,35130037,62436627060.52482,17.66787665,75.90672723846026,Western Region
Maharashtra,2022,1,Mumbai,17957610,30021552307.219612,19.0517979,72.8292773,Western Region
Maharashtra,2022,1,Sindhudurg,1428957,2551979373.6666465,16.11617835,73.69000425158009,Western Region
Maharashtra,2022,1,Dhule,8541986,14920655481.69098,20.9257339,74.7771388,Western Region
Maharashtra,2022,1,Wardha,4351919,6817775708.436134,20.73775615,78.60316842982326,Western Region
Maharashtra,2022,1,Parbhani,10320054,15871955896.82719,19.2713708,76.7644813,Western Region
Maharashtra,2022,1,Mumbai Suburban,104595313,148080835860.6061,19.2713708,76.7644813,Western Region
Maharashtra,2022,1,Hingoli,3618468,6309169659.715816,19.7222317,77.1544772,Western Region
Maharashtra,2022,1,Ratnagiri,2707601,4494723116.141416,16.9883802,73.2993118160657,Western Region
Maharashtra,2022,1,Nanded,14832112,26944854915.83584,19.15915835,77.3032699373139,Western Region
Maharashtra,2022,1,Osmanabad,9757272,17024101045.58456,18.18788,76.035779,Western Region
Maharashtra,2022,1,Nagpur,43072958,63065806665.247505,21.1170373,79.1045331,Western Region
Maharashtra,2022,1,Buldhana,11747608,20901275712.18042,21.1170373,79.1045331,Western Region
Maharashtra,2022,1,Nashik,59914404,89903593917.99501,19.9969676,73.7782466,Western Region
Maharashtra,2022,1,Akola,6689313,10723857464.53849,20.7141213,77.0065838,Western Region
Maharashtra,2022,1,Yavatmal,7555408,12885201280.95284,20.3908238,78.1324077,Western Region
Maharashtra,2022,1,Aurangabad,48288544,66140008400.38048,19.8799062683,75.33891908889,Western Region
Maharashtra,2022,1,Amravati,12901295,21513429781.136063,20.9376684,77.7781055,Western Region
Maharashtra,2022,1,Washim,73700274,136398563399.82822,20.1224632,77.1311174,Western Region
Maharashtra,2022,1,Sangli,13407114,22867674942.15447,16.8425456,74.60920165585244,Western Region
Maharashtra,2022,1,Gadchiroli,2430940,4667653819.06547,20.1700227,79.97914161206661,Western Region
Maharashtra,2022,1,Raigad,22836136,30642123149.62334,20.1700227,79.97914161206661,Western Region
Maharashtra,2022,1,Palghar,17329583,24541321852.48381,20.1700227,79.97914161206661,Western Region
Maharashtra,2022,1,Jalna,9770142,16932733608.181572,19.83228,75.874466,Western Region
Maharashtra,2022,1,Gondia,3447926,6533829706.610293,19.83228,75.874466,Western Region
Maharashtra,2022,1,Ahmednagar,35927347,61917805949.94818,19.108436,74.735394,Western Region
Maharashtra,2022,1,Pune,424149132,508475101454.57983,18.527863,73.85568328231989,Western Region
Maharashtra,2022,1,Beed,12794151,24332097862.90231,18.9869163,75.7533207,Western Region
Maharashtra,2022,1,Satara,18005869,25280931605.5211,17.6913198,74.0094374,Western Region
Maharashtra,2022,2,Jalgaon,20794365,36575989749.60019,24.9072406,79.5844054,Western Region
Maharashtra,2022,2,Latur,18128124,28958359286.009144,18.3931679,76.56402547242254,Western Region
Maharashtra,2022,2,Thane,76359706,103706480304.36009,19.19682175,72.9786988514791,Western Region
Maharashtra,2022,2,Bhandara,4092003,7232792765.616951,21.1596616,79.6527375,Western Region
Maharashtra,2022,2,Nandurbar,4250672,8304946450.368533,21.3386847,74.2344823,Western Region
Maharashtra,2022,2,Chandrapur,9797860,14673749839.35247,19.9648425,79.2914735,Western Region
Maharashtra,2022,2,Kolhapur,20243542,30132865372.25327,16.5756833,74.3125599,Western Region
Maharashtra,2022,2,Solapur,41690075,74367210007.30444,17.66787665,75.90672723846026,Western Region
Maharashtra,2022,2,Mumbai,21906382,34652240504.3772,19.0517979,72.8292773,Western Region
Maharashtra,2022,2,Sindhudurg,1651248,2911299845.9586983,16.11617835,73.69000425158009,Western Region
Maharashtra,2022,2,Dhule,10013481,17251071062.99606,20.9257339,74.7771388,Western Region
Maharashtra,2022,2,Wardha,5184451,8180933329.541676,20.73775615,78.60316842982326,Western Region
Maharashtra,2022,2,Parbhani,12237389,19217813799.99737,19.2713708,76.7644813,Western Region
Maharashtra,2022,2,Mumbai Suburban,125227570,172590494011.9373,19.2713708,76.7644813,Western Region
Maharashtra,2022,2,Hingoli,4251385,7588716856.174571,19.7222317,77.1544772,Western Region
Maharashtra,2022,2,Ratnagiri,3132835,5132970050.331276,16.9883802,73.2993118160657,Western Region
Maharashtra,2022,2,Nanded,17724135,32660155636.06818,19.15915835,77.3032699373139,Western Region
Maharashtra,2022,2,Osmanabad,11489907,20295780297.44027,18.18788,76.035779,Western Region
Maharashtra,2022,2,Nagpur,52065290,75751126721.70934,21.1170373,79.1045331,Western Region
Maharashtra,2022,2,Buldhana,13912064,24793582296.67922,21.1170373,79.1045331,Western Region
Maharashtra,2022,2,Nashik,69128782,103031323327.35521,19.9969676,73.7782466,Western Region
Maharashtra,2022,2,Akola,7921437,12695451606.79903,20.7141213,77.0065838,Western Region
Maharashtra,2022,2,Yavatmal,9164377,15619715763.35762,20.3908238,78.1324077,Western Region
Maharashtra,2022,2,Aurangabad,55248137,75915458866.51474,19.8799062683,75.33891908889,Western Region
Maharashtra,2022,2,Amravati,15342341,24924375837.13264,20.9376684,77.7781055,Western Region
Maharashtra,2022,2,Washim,98129806,175926949614.3733,20.1224632,77.1311174,Western Region
Maharashtra,2022,2,Sangli,15400605,25758452266.26726,16.8425456,74.60920165585244,Western Region
Maharashtra,2022,2,Gadchiroli,2879207,5569253888.01551,20.1700227,79.97914161206661,Western Region
Maharashtra,2022,2,Raigad,26465986,34460851150.86925,20.1700227,79.97914161206661,Western Region
Maharashtra,2022,2,Palghar,19395512,26988617829.23101,20.1700227,79.97914161206661,Western Region
Maharashtra,2022,2,Jalna,11306875,19653230057.99549,19.83228,75.874466,Western Region
Maharashtra,2022,2,Gondia,4154419,7653207776.307781,19.83228,75.874466,Western Region
Maharashtra,2022,2,Ahmednagar,42201172,72250021262.47775,19.108436,74.735394,Western Region
Maharashtra,2022,2,Pune,520321567,620747087392.5974,18.527863,73.85568328231989,Western Region
Maharashtra,2022,2,Beed,15497524,30601828692.24545,18.9869163,75.7533207,Western Region
Maharashtra,2022,2,Satara,20822882,29497978656.27469,17.6913198,74.0094374,Western Region
Maharashtra,2022,3,Jalgaon,21047727,34617511595.94443,24.9072406,79.5844054,Western Region
Maharashtra,2022,3,Latur,17812129,26257685563.77079,18.3931679,76.56402547242254,Western Region
Maharashtra,2022,3,Thane,80605581,103768554261.10449,19.19682175,72.9786988514791,Western Region
Maharashtra,2022,3,Bhandara,4087395,6757463930.95363,21.1596616,79.6527375,Western Region
Maharashtra,2022,3,Nandurbar,4162280,7210686511.24055,21.3386847,74.2344823,Western Region
Maharashtra,2022,3,Chandrapur,9596226,13325464158.33204,19.9648425,79.2914735,Western Region
Maharashtra,2022,3,Kolhapur,24897514,35290411636.721405,16.5756833,74.3125599,Western Region
Maharashtra,2022,3,Solapur,43898093,73768556417.1306,17.66787665,75.90672723846026,Western Region
Maharashtra,2022,3,Mumbai,72051672,98270574413.60028,19.0517979,72.8292773,Western Region
Maharashtra,2022,3,Sindhudurg,1433464,2330071830.464361,16.11617835,73.69000425158009,Western Region
Maharashtra,2022,3,Dhule,9760928,16123090143.38452,20.9257339,74.7771388,Western Region
Maharashtra,2022,3,Wardha,5641625,8211699040.492933,20.73775615,78.60316842982326,Western Region
Maharashtra,2022,3,Parbhani,9856335,15073054825.29373,19.2713708,76.7644813,Western Region
Maharashtra,2022,3,Mumbai Suburban,197724164,247678975470.4897,19.2713708,76.7644813,Western Region
Maharashtra,2022,3,Hingoli,4340017,6879672883.17294,19.7222317,77.1544772,Western Region
Maharashtra,2022,3,Ratnagiri,3379494,4901770245.492907,16.9883802,73.2993118160657,Western Region
Maharashtra,2022,3,Nanded,18419096,30054993788.27726,19.15915835,77.3032699373139,Western Region
Maharashtra,2022,3,Osmanabad,11529406,18578961710.001022,18.18788,76.035779,Western Region
Maharashtra,2022,3,Nagpur,73292524,101188934110.49721,21.1170373,79.1045331,Western Region
Maharashtra,2022,3,Buldhana,14234928,22499077830.358402,21.1170373,79.1045331,Western Region
Maharashtra,2022,3,Nashik,75574380,109529218251.0842,19.9969676,73.7782466,Western Region
Maharashtra,2022,3,Akola,8839710,12866344717.433132,20.7141213,77.0065838,Western Region
Maharashtra,2022,3,Yavatmal,10601620,16269071013.62193,20.3908238,78.1324077,Western Region
Maharashtra,2022,3,Aurangabad,59756919,78617594736.37457,19.8799062683,75.33891908889,Western Region
Maharashtra,2022,3,Amravati,17634270,27223482345.117233,20.9376684,77.7781055,Western Region
Maharashtra,2022,3,Washim,17502495,31020762468.64743,20.1224632,77.1311174,Western Region
Maharashtra,2022,3,Sangli,17044884,26797586211.87354,16.8425456,74.60920165585244,Western Region
Maharashtra,2022,3,Gadchiroli,2957701,5179151794.127684,20.1700227,79.97914161206661,Western Region
Maharashtra,2022,3,Raigad,28475145,36394835874.96222,20.1700227,79.97914161206661,Western Region
Maharashtra,2022,3,Palghar,21251118,27858158775.203854,20.1700227,79.97914161206661,Western Region
Maharashtra,2022,3,Jalna,11721876,19006868142.51997,19.83228,75.874466,Western Region
Maharashtra,2022,3,Gondia,4236959,7259174997.297247,19.83228,75.874466,Western Region
Maharashtra,2022,3,Ahmednagar,42461860,70593347849.70448,19.108436,74.735394,Western Region
Maharashtra,2022,3,Pune,505018506,549531791371.83484,18.527863,73.85568328231989,Western Region
Maharashtra,2022,3,Beed,15769922,29258345493.69794,18.9869163,75.7533207,Western Region
Maharashtra,2022,3,Satara,19771454,27386242964.31411,17.6913198,74.0094374,Western Region
Maharashtra,2022,4,Jalgaon,24441243,40517965270.04435,24.9072406,79.5844054,Western Region
Maharashtra,2022,4,Latur,20623462,30658727472.04145,18.3931679,76.56402547242254,Western Region
Maharashtra,2022,4,Thane,96634264,120463884034.5452,19.19682175,72.9786988514791,Western Region
Maharashtra,2022,4,Bhandara,5270967,8540677015.448907,21.1596616,79.6527375,Western Region
Maharashtra,2022,4,Nandurbar,5572337,9126918822.196335,21.3386847,74.2344823,Western Region
Maharashtra,2022,4,Chandrapur,12283830,17204912500.02456,19.9648425,79.2914735,Western Region
Maharashtra,2022,4,Kolhapur,29228843,40981314698.61918,16.5756833,74.3125599,Western Region
Maharashtra,2022,4,Solapur,49452868,83291615226.59082,17.66787665,75.90672723846026,Western Region
Maharashtra,2022,4,Mumbai,75229421,102451767492.8262,19.0517979,72.8292773,Western Region
Maharashtra,2022,4,Sindhudurg,1712359,2782675279.823016,16.11617835,73.69000425158009,Western Region
Maharashtra,2022,4,Dhule,11758841,19363163562.560852,20.9257339,74.7771388,Western Region
Maharashtra,2022,4,Wardha,6408966,9434313416.124731,20.73775615,78.60316842982326,Western Region
Maharashtra,2022,4,Parbhani,11428317,17658440737.31428,19.2713708,76.7644813,Western Region
Maharashtra,2022,4,Mumbai Suburban,248827345,310278216439.5166,19.2713708,76.7644813,Western Region
Maharashtra,2022,4,Hingoli,4938947,8011969252.235459,19.7222317,77.1544772,Western Region
Maharashtra,2022,4,Ratnagiri,4187852,6141314534.311142,16.9883802,73.2993118160657,Western Region
Maharashtra,2022,4,Nanded,22110992,36598174602.17857,19.15915835,77.3032699373139,Western Region
Maharashtra,2022,4,Osmanabad,13538711,22307513856.264214,18.18788,76.035779,Western Region
Maharashtra,2022,4,Nagpur,82944788,116240666679.72598,21.1170373,79.1045331,Western Region
Maharashtra,2022,4,Buldhana,16400739,26195814509.129578,21.1170373,79.1045331,Western Region
Maharashtra,2022,4,Nashik,95624463,138499252102.65768,19.9969676,73.7782466,Western Region
Maharashtra,2022,4,Akola,10468300,15615681678.38127,20.7141213,77.0065838,Western Region
Maharashtra,2022,4,Yavatmal,12034565,18674258813.04067,20.3908238,78.1324077,Western Region
Maharashtra,2022,4,Aurangabad,67307091,90151467648.57759,19.8799062683,75.33891908889,Western Region
Maharashtra,2022,4,Amravati,21183979,33412668570.328373,20.9376684,77.7781055,Western Region
Maharashtra,2022,4,Washim,5525504,8785703923.956085,20.1224632,77.1311174,Western Region
Maharashtra,2022,4,Sangli,19941978,31162211677.01732,16.8425456,74.60920165585244,Western Region
Maharashtra,2022,4,Gadchiroli,3487868,6144813641.39834,20.1700227,79.97914161206661,Western Region
Maharashtra,2022,4,Raigad,32354836,40318975044.95994,20.1700227,79.97914161206661,Western Region
Maharashtra,2022,4,Palghar,24405823,31394133934.021248,20.1700227,79.97914161206661,Western Region
Maharashtra,2022,4,Jalna,12883252,20770728449.7618,19.83228,75.874466,Western Region
Maharashtra,2022,4,Gondia,4897879,8274042899.5504055,19.83228,75.874466,Western Region
Maharashtra,2022,4,Ahmednagar,50187075,84188481406.43468,19.108436,74.735394,Western Region
Maharashtra,2022,4,Pune,544687754,590334491443.0928,18.527863,73.85568328231989,Western Region
Maharashtra,2022,4,Beed,17664451,32278259899.81578,18.9869163,75.7533207,Western Region
Maharashtra,2022,4,Satara,23125362,32215623082.6432,17.6913198,74.0094374,Western Region
