State,Year,Quarter,District,Registered_users,Latitude,Longitude,Region
Maharashtra,2022,4,Pune,9622338,18.527863,73.85568328231989,Western Region
Maharashtra,2022,4,Thane,6042267,19.19682175,72.9786988514791,Western Region
Maharashtra,2022,4,Mumbai Suburban,5831539,19.2713708,76.7644813,Western Region
Maharashtra,2022,4,Nashik,3086721,19.9969676,73.7782466,Western Region
Maharashtra,2022,4,Nagpur,2655029,21.1170373,79.1045331,Western Region
Maharashtra,2022,4,Aurangabad,2201353,19.8799062683,75.33891908889,Western Region
Maharashtra,2022,4,Mumbai,2178155,19.0517979,72.8292773,Western Region
Maharashtra,2022,4,Ahmednagar,2027819,19.108436,74.735394,Western Region
Maharashtra,2022,4,Palghar,1870957,20.1700227,79.97914161206661,Western Region
Maharashtra,2022,4,Solapur,1811044,17.66787665,75.90672723846026,Western Region
Manipur,2018,1,Imphal West,11304,24.3429852,93.6928709,North-Eastern Region
Manipur,2018,1,Imphal East,6759,17.6913198,74.0094374,North-Eastern Region
Manipur,2018,1,Thoubal,2764,24.84529,94.1449785,North-Eastern Region
Manipur,2018,1,Bishnupur,2371,24.6319847,93.7619193,North-Eastern Region
Manipur,2018,1,Churachandpur,1524,24.3429852,93.6928709,North-Eastern Region
Manipur,2018,1,Kangpokpi,1439,17.6913198,74.0094374,North-Eastern Region
Manipur,2018,1,Kakching,915,24.84529,94.1449785,North-Eastern Region
Manipur,2018,1,Ukhrul,602,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2018,1,Tamenglong,550,24.9855683,93.5025164,North-Eastern Region
Manipur,2018,1,Jiribam,460,24.84529,94.1449785,North-Eastern Region
Manipur,2018,2,Imphal West,16541,24.3429852,93.6928709,North-Eastern Region
Manipur,2018,2,Imphal East,10390,17.6913198,74.0094374,North-Eastern Region
Manipur,2018,2,Thoubal,4771,24.84529,94.1449785,North-Eastern Region
Manipur,2018,2,Bishnupur,3751,24.6319847,93.7619193,North-Eastern Region
Manipur,2018,2,Churachandpur,2362,24.3429852,93.6928709,North-Eastern Region
Manipur,2018,2,Kangpokpi,2183,17.6913198,74.0094374,North-Eastern Region
Manipur,2018,2,Kakching,1571,24.84529,94.1449785,North-Eastern Region
Manipur,2018,2,Ukhrul,905,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2018,2,Tamenglong,824,24.9855683,93.5025164,North-Eastern Region
Manipur,2018,2,Jiribam,732,24.84529,94.1449785,North-Eastern Region
Manipur,2018,3,Imphal West,21696,24.3429852,93.6928709,North-Eastern Region
Manipur,2018,3,Imphal East,13541,17.6913198,74.0094374,North-Eastern Region
Manipur,2018,3,Thoubal,6112,24.84529,94.1449785,North-Eastern Region
Manipur,2018,3,Bishnupur,5106,24.6319847,93.7619193,North-Eastern Region
Manipur,2018,3,Churachandpur,3420,24.3429852,93.6928709,North-Eastern Region
Manipur,2018,3,Kangpokpi,3073,17.6913198,74.0094374,North-Eastern Region
Manipur,2018,3,Kakching,2326,24.84529,94.1449785,North-Eastern Region
Manipur,2018,3,Ukhrul,1346,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2018,3,Tamenglong,1268,24.9855683,93.5025164,North-Eastern Region
Manipur,2018,3,Jiribam,1086,24.84529,94.1449785,North-Eastern Region
Manipur,2018,4,Imphal West,28383,24.3429852,93.6928709,North-Eastern Region
Manipur,2018,4,Imphal East,17777,17.6913198,74.0094374,North-Eastern Region
Manipur,2018,4,Thoubal,8027,24.84529,94.1449785,North-Eastern Region
Manipur,2018,4,Bishnupur,7049,24.6319847,93.7619193,North-Eastern Region
Manipur,2018,4,Churachandpur,4951,24.3429852,93.6928709,North-Eastern Region
Manipur,2018,4,Kangpokpi,4249,17.6913198,74.0094374,North-Eastern Region
Manipur,2018,4,Kakching,3153,24.84529,94.1449785,North-Eastern Region
Manipur,2018,4,Ukhrul,1842,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2018,4,Tamenglong,1712,24.9855683,93.5025164,North-Eastern Region
Manipur,2018,4,Jiribam,1393,24.84529,94.1449785,North-Eastern Region
Manipur,2019,1,Imphal West,33668,24.3429852,93.6928709,North-Eastern Region
Manipur,2019,1,Imphal East,21136,17.6913198,74.0094374,North-Eastern Region
Manipur,2019,1,Thoubal,9529,24.84529,94.1449785,North-Eastern Region
Manipur,2019,1,Bishnupur,8537,24.6319847,93.7619193,North-Eastern Region
Manipur,2019,1,Churachandpur,6138,24.3429852,93.6928709,North-Eastern Region
Manipur,2019,1,Kangpokpi,5212,17.6913198,74.0094374,North-Eastern Region
Manipur,2019,1,Kakching,3850,24.84529,94.1449785,North-Eastern Region
Manipur,2019,1,Ukhrul,2368,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2019,1,Tamenglong,2148,24.9855683,93.5025164,North-Eastern Region
Manipur,2019,1,Jiribam,1759,24.84529,94.1449785,North-Eastern Region
Manipur,2019,2,Imphal West,39303,24.3429852,93.6928709,North-Eastern Region
Manipur,2019,2,Imphal East,24652,17.6913198,74.0094374,North-Eastern Region
Manipur,2019,2,Thoubal,10915,24.84529,94.1449785,North-Eastern Region
Manipur,2019,2,Bishnupur,10014,24.6319847,93.7619193,North-Eastern Region
Manipur,2019,2,Churachandpur,7662,24.3429852,93.6928709,North-Eastern Region
Manipur,2019,2,Kangpokpi,6407,17.6913198,74.0094374,North-Eastern Region
Manipur,2019,2,Kakching,4599,24.84529,94.1449785,North-Eastern Region
Manipur,2019,2,Ukhrul,2981,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2019,2,Tamenglong,2628,24.9855683,93.5025164,North-Eastern Region
Manipur,2019,2,Chandel,2175,25.0,94.5,North-Eastern Region
Manipur,2019,3,Imphal West,45268,24.3429852,93.6928709,North-Eastern Region
Manipur,2019,3,Imphal East,28331,17.6913198,74.0094374,North-Eastern Region
Manipur,2019,3,Thoubal,12427,24.84529,94.1449785,North-Eastern Region
Manipur,2019,3,Bishnupur,11647,24.6319847,93.7619193,North-Eastern Region
Manipur,2019,3,Churachandpur,9071,24.3429852,93.6928709,North-Eastern Region
Manipur,2019,3,Kangpokpi,7621,17.6913198,74.0094374,North-Eastern Region
Manipur,2019,3,Kakching,5355,24.84529,94.1449785,North-Eastern Region
Manipur,2019,3,Ukhrul,3488,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2019,3,Tamenglong,3085,24.9855683,93.5025164,North-Eastern Region
Manipur,2019,3,Chandel,2581,25.0,94.5,North-Eastern Region
Manipur,2019,4,Imphal West,51063,24.3429852,93.6928709,North-Eastern Region
Manipur,2019,4,Imphal East,31935,17.6913198,74.0094374,North-Eastern Region
Manipur,2019,4,Thoubal,14194,24.84529,94.1449785,North-Eastern Region
Manipur,2019,4,Bishnupur,13387,24.6319847,93.7619193,North-Eastern Region
Manipur,2019,4,Churachandpur,10431,24.3429852,93.6928709,North-Eastern Region
Manipur,2019,4,Kangpokpi,8850,17.6913198,74.0094374,North-Eastern Region
Manipur,2019,4,Kakching,6126,24.84529,94.1449785,North-Eastern Region
Manipur,2019,4,Ukhrul,4091,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2019,4,Tamenglong,3651,24.9855683,93.5025164,North-Eastern Region
Manipur,2019,4,Chandel,3029,25.0,94.5,North-Eastern Region
Manipur,2020,1,Imphal West,57485,24.3429852,93.6928709,North-Eastern Region
Manipur,2020,1,Imphal East,36105,17.6913198,74.0094374,North-Eastern Region
Manipur,2020,1,Thoubal,16244,24.84529,94.1449785,North-Eastern Region
Manipur,2020,1,Bishnupur,15333,24.6319847,93.7619193,North-Eastern Region
Manipur,2020,1,Churachandpur,12420,24.3429852,93.6928709,North-Eastern Region
Manipur,2020,1,Kangpokpi,10241,17.6913198,74.0094374,North-Eastern Region
Manipur,2020,1,Kakching,7075,24.84529,94.1449785,North-Eastern Region
Manipur,2020,1,Ukhrul,4892,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2020,1,Tamenglong,4169,24.9855683,93.5025164,North-Eastern Region
Manipur,2020,1,Chandel,3471,25.0,94.5,North-Eastern Region
Manipur,2020,2,Imphal West,67897,24.3429852,93.6928709,North-Eastern Region
Manipur,2020,2,Imphal East,43144,17.6913198,74.0094374,North-Eastern Region
Manipur,2020,2,Thoubal,20186,24.84529,94.1449785,North-Eastern Region
Manipur,2020,2,Bishnupur,19027,24.6319847,93.7619193,North-Eastern Region
Manipur,2020,2,Churachandpur,15469,24.3429852,93.6928709,North-Eastern Region
Manipur,2020,2,Kangpokpi,12965,17.6913198,74.0094374,North-Eastern Region
Manipur,2020,2,Kakching,9028,24.84529,94.1449785,North-Eastern Region
Manipur,2020,2,Ukhrul,6223,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2020,2,Tamenglong,5158,24.9855683,93.5025164,North-Eastern Region
Manipur,2020,2,Chandel,4278,25.0,94.5,North-Eastern Region
Manipur,2020,3,Imphal West,79723,24.3429852,93.6928709,North-Eastern Region
Manipur,2020,3,Imphal East,51383,17.6913198,74.0094374,North-Eastern Region
Manipur,2020,3,Thoubal,24183,24.84529,94.1449785,North-Eastern Region
Manipur,2020,3,Bishnupur,22965,24.6319847,93.7619193,North-Eastern Region
Manipur,2020,3,Churachandpur,19501,24.3429852,93.6928709,North-Eastern Region
Manipur,2020,3,Kangpokpi,15966,17.6913198,74.0094374,North-Eastern Region
Manipur,2020,3,Kakching,10752,24.84529,94.1449785,North-Eastern Region
Manipur,2020,3,Ukhrul,7657,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2020,3,Tamenglong,6475,24.9855683,93.5025164,North-Eastern Region
Manipur,2020,3,Chandel,5252,25.0,94.5,North-Eastern Region
Manipur,2020,4,Imphal West,88777,24.3429852,93.6928709,North-Eastern Region
Manipur,2020,4,Imphal East,57282,17.6913198,74.0094374,North-Eastern Region
Manipur,2020,4,Thoubal,26858,24.84529,94.1449785,North-Eastern Region
Manipur,2020,4,Bishnupur,25629,24.6319847,93.7619193,North-Eastern Region
Manipur,2020,4,Churachandpur,21960,24.3429852,93.6928709,North-Eastern Region
Manipur,2020,4,Kangpokpi,17814,17.6913198,74.0094374,North-Eastern Region
Manipur,2020,4,Kakching,11913,24.84529,94.1449785,North-Eastern Region
Manipur,2020,4,Ukhrul,8651,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2020,4,Tamenglong,7322,24.9855683,93.5025164,North-Eastern Region
Manipur,2020,4,Chandel,5987,25.0,94.5,North-Eastern Region
Manipur,2021,1,Imphal West,96101,24.3429852,93.6928709,North-Eastern Region
Manipur,2021,1,Imphal East,62004,17.6913198,74.0094374,North-Eastern Region
Manipur,2021,1,Thoubal,29072,24.84529,94.1449785,North-Eastern Region
Manipur,2021,1,Bishnupur,27615,24.6319847,93.7619193,North-Eastern Region
Manipur,2021,1,Churachandpur,23827,24.3429852,93.6928709,North-Eastern Region
Manipur,2021,1,Kangpokpi,19239,17.6913198,74.0094374,North-Eastern Region
Manipur,2021,1,Kakching,12888,24.84529,94.1449785,North-Eastern Region
Manipur,2021,1,Ukhrul,9372,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2021,1,Tamenglong,7960,24.9855683,93.5025164,North-Eastern Region
Manipur,2021,1,Chandel,6467,25.0,94.5,North-Eastern Region
Manipur,2021,2,Imphal West,102833,24.3429852,93.6928709,North-Eastern Region
Manipur,2021,2,Imphal East,66388,17.6913198,74.0094374,North-Eastern Region
Manipur,2021,2,Thoubal,31139,24.84529,94.1449785,North-Eastern Region
Manipur,2021,2,Bishnupur,29671,24.6319847,93.7619193,North-Eastern Region
Manipur,2021,2,Churachandpur,25573,24.3429852,93.6928709,North-Eastern Region
Manipur,2021,2,Kangpokpi,20703,17.6913198,74.0094374,North-Eastern Region
Manipur,2021,2,Kakching,13816,24.84529,94.1449785,North-Eastern Region
Manipur,2021,2,Ukhrul,10142,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2021,2,Tamenglong,8580,24.9855683,93.5025164,North-Eastern Region
Manipur,2021,2,Chandel,6980,25.0,94.5,North-Eastern Region
Manipur,2021,3,Imphal West,110506,24.3429852,93.6928709,North-Eastern Region
Manipur,2021,3,Imphal East,71436,17.6913198,74.0094374,North-Eastern Region
Manipur,2021,3,Thoubal,33478,24.84529,94.1449785,North-Eastern Region
Manipur,2021,3,Bishnupur,31996,24.6319847,93.7619193,North-Eastern Region
Manipur,2021,3,Churachandpur,27600,24.3429852,93.6928709,North-Eastern Region
Manipur,2021,3,Kangpokpi,22416,17.6913198,74.0094374,North-Eastern Region
Manipur,2021,3,Kakching,14924,24.84529,94.1449785,North-Eastern Region
Manipur,2021,3,Ukhrul,11045,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2021,3,Tamenglong,9326,24.9855683,93.5025164,North-Eastern Region
Manipur,2021,3,Chandel,7597,25.0,94.5,North-Eastern Region
Manipur,2021,4,Imphal West,118056,24.3429852,93.6928709,North-Eastern Region
Manipur,2021,4,Imphal East,76421,17.6913198,74.0094374,North-Eastern Region
Manipur,2021,4,Thoubal,35832,24.84529,94.1449785,North-Eastern Region
Manipur,2021,4,Bishnupur,34316,24.6319847,93.7619193,North-Eastern Region
Manipur,2021,4,Churachandpur,29651,24.3429852,93.6928709,North-Eastern Region
Manipur,2021,4,Kangpokpi,24082,17.6913198,74.0094374,North-Eastern Region
Manipur,2021,4,Kakching,15985,24.84529,94.1449785,North-Eastern Region
Manipur,2021,4,Ukhrul,11949,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2021,4,Tamenglong,10063,24.9855683,93.5025164,North-Eastern Region
Manipur,2021,4,Chandel,8184,25.0,94.5,North-Eastern Region
Manipur,2022,1,Imphal West,125131,24.3429852,93.6928709,North-Eastern Region
Manipur,2022,1,Imphal East,81134,17.6913198,74.0094374,North-Eastern Region
Manipur,2022,1,Thoubal,38088,24.84529,94.1449785,North-Eastern Region
Manipur,2022,1,Bishnupur,36514,24.6319847,93.7619193,North-Eastern Region
Manipur,2022,1,Churachandpur,31533,24.3429852,93.6928709,North-Eastern Region
Manipur,2022,1,Kangpokpi,25589,17.6913198,74.0094374,North-Eastern Region
Manipur,2022,1,Kakching,17014,24.84529,94.1449785,North-Eastern Region
Manipur,2022,1,Ukhrul,12728,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2022,1,Tamenglong,10719,24.9855683,93.5025164,North-Eastern Region
Manipur,2022,1,Chandel,8724,25.0,94.5,North-Eastern Region
Manipur,2022,2,Imphal West,131901,24.3429852,93.6928709,North-Eastern Region
Manipur,2022,2,Imphal East,85559,17.6913198,74.0094374,North-Eastern Region
Manipur,2022,2,Thoubal,40196,24.84529,94.1449785,North-Eastern Region
Manipur,2022,2,Bishnupur,38512,24.6319847,93.7619193,North-Eastern Region
Manipur,2022,2,Churachandpur,33293,24.3429852,93.6928709,North-Eastern Region
Manipur,2022,2,Kangpokpi,27002,17.6913198,74.0094374,North-Eastern Region
Manipur,2022,2,Kakching,18011,24.84529,94.1449785,North-Eastern Region
Manipur,2022,2,Ukhrul,13435,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2022,2,Tamenglong,11310,24.9855683,93.5025164,North-Eastern Region
Manipur,2022,2,Chandel,9201,25.0,94.5,North-Eastern Region
Manipur,2022,3,Imphal West,138892,24.3429852,93.6928709,North-Eastern Region
Manipur,2022,3,Imphal East,90100,17.6913198,74.0094374,North-Eastern Region
Manipur,2022,3,Thoubal,42321,24.84529,94.1449785,North-Eastern Region
Manipur,2022,3,Bishnupur,40486,24.6319847,93.7619193,North-Eastern Region
Manipur,2022,3,Churachandpur,35081,24.3429852,93.6928709,North-Eastern Region
Manipur,2022,3,Kangpokpi,28377,17.6913198,74.0094374,North-Eastern Region
Manipur,2022,3,Kakching,18979,24.84529,94.1449785,North-Eastern Region
Manipur,2022,3,Ukhrul,14002,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2022,3,Tamenglong,11830,24.9855683,93.5025164,North-Eastern Region
Manipur,2022,3,Chandel,9647,25.0,94.5,North-Eastern Region
Manipur,2022,4,Imphal West,145422,24.3429852,93.6928709,North-Eastern Region
Manipur,2022,4,Imphal East,94344,17.6913198,74.0094374,North-Eastern Region
Manipur,2022,4,Thoubal,44264,24.84529,94.1449785,North-Eastern Region
Manipur,2022,4,Bishnupur,42189,24.6319847,93.7619193,North-Eastern Region
Manipur,2022,4,Churachandpur,36722,24.3429852,93.6928709,North-Eastern Region
Manipur,2022,4,Kangpokpi,29563,17.6913198,74.0094374,North-Eastern Region
Manipur,2022,4,Kakching,19797,24.84529,94.1449785,North-Eastern Region
Manipur,2022,4,Ukhrul,14415,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2022,4,Tamenglong,12297,24.9855683,93.5025164,North-Eastern Region
Manipur,2022,4,Chandel,9973,25.0,94.5,North-Eastern Region
Meghalaya,2018,1,East Khasi Hills,9310,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,1,West Garo Hills,3671,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,1,Ribhoi,1891,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,1,East Jaintia Hills,1419,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,1,West Jaintia Hills,736,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,1,South Garo Hills,343,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,1,South West Garo Hills,299,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,1,West Khasi Hills,299,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,1,North Garo Hills,254,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,1,East Garo Hills,236,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,2,East Khasi Hills,12907,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,2,West Garo Hills,5289,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,2,Ribhoi,2869,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,2,East Jaintia Hills,2051,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,2,West Jaintia Hills,1023,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,2,South Garo Hills,530,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,2,South West Garo Hills,485,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,2,West Khasi Hills,472,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,2,North Garo Hills,445,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,2,East Garo Hills,437,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,3,East Khasi Hills,17543,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,3,West Garo Hills,7529,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,3,Ribhoi,3889,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,3,East Jaintia Hills,2886,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,3,West Jaintia Hills,1465,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,3,South Garo Hills,821,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,3,South West Garo Hills,810,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,3,North Garo Hills,737,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,3,West Khasi Hills,730,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,3,East Garo Hills,694,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,4,East Khasi Hills,22845,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,4,West Garo Hills,10445,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,4,Ribhoi,5207,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,4,East Jaintia Hills,3735,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,4,West Jaintia Hills,1861,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,4,South West Garo Hills,1115,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,4,North Garo Hills,1092,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,4,East Garo Hills,1067,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,4,South Garo Hills,1057,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2018,4,West Khasi Hills,957,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,1,East Khasi Hills,27937,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,1,West Garo Hills,12932,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,1,Ribhoi,6543,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,1,East Jaintia Hills,4643,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,1,West Jaintia Hills,2276,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,1,North Garo Hills,1482,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,1,South West Garo Hills,1434,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,1,East Garo Hills,1424,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,1,South Garo Hills,1296,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,1,West Khasi Hills,1191,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,2,East Khasi Hills,33377,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,2,West Garo Hills,15673,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,2,Ribhoi,7894,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,2,East Jaintia Hills,5580,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,2,West Jaintia Hills,2846,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,2,North Garo Hills,1965,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,2,South West Garo Hills,1902,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,2,East Garo Hills,1855,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,2,South Garo Hills,1640,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,2,West Khasi Hills,1566,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,3,East Khasi Hills,38761,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,3,West Garo Hills,18509,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,3,Ribhoi,9007,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,3,East Jaintia Hills,6371,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,3,West Jaintia Hills,3346,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,3,North Garo Hills,2403,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,3,East Garo Hills,2313,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,3,South West Garo Hills,2306,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,3,South Garo Hills,2020,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,3,West Khasi Hills,1838,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,4,East Khasi Hills,43484,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,4,West Garo Hills,21300,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,4,Ribhoi,10308,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,4,East Jaintia Hills,7343,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,4,West Jaintia Hills,3946,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,4,North Garo Hills,2871,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,4,East Garo Hills,2788,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,4,South West Garo Hills,2757,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,4,South Garo Hills,2434,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2019,4,West Khasi Hills,2180,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,1,East Khasi Hills,49251,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,1,West Garo Hills,24124,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,1,Ribhoi,11689,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,1,East Jaintia Hills,8368,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,1,West Jaintia Hills,4530,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,1,North Garo Hills,3311,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,1,East Garo Hills,3251,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,1,South West Garo Hills,3234,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,1,South Garo Hills,2810,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,1,West Khasi Hills,2522,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,2,East Khasi Hills,57322,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,2,West Garo Hills,29492,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,2,Ribhoi,13550,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,2,East Jaintia Hills,9695,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,2,West Jaintia Hills,5717,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,2,North Garo Hills,4318,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,2,South West Garo Hills,4266,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,2,East Garo Hills,4132,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,2,South Garo Hills,3590,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,2,West Khasi Hills,3195,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,3,East Khasi Hills,65268,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,3,West Garo Hills,34201,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,3,Ribhoi,15427,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,3,East Jaintia Hills,11084,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,3,West Jaintia Hills,6997,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,3,North Garo Hills,5242,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,3,South West Garo Hills,5082,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,3,East Garo Hills,5002,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,3,South Garo Hills,4370,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,3,West Khasi Hills,3899,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,4,East Khasi Hills,72639,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,4,West Garo Hills,37988,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,4,Ribhoi,17198,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,4,East Jaintia Hills,12337,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,4,West Jaintia Hills,7968,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,4,North Garo Hills,5914,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,4,East Garo Hills,5777,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,4,South West Garo Hills,5772,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,4,South Garo Hills,5006,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2020,4,West Khasi Hills,4484,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,1,East Khasi Hills,78429,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,1,West Garo Hills,40993,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,1,Ribhoi,18641,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,1,East Jaintia Hills,13460,24.3429852,93.6928709,North-Eastern Region
